,type,count
2413,BAC One-Eleven 518FG,1
2414,Handley Page W.8,1
2415,Douglas C-49H (DC-3-194B),1
2416,Boeing 737-322 (WL),1
2417,Douglas C-47C,1
2418,Convair CV-440-88,1
2419,Boeing 720B,1
2420,Douglas DC-3-220B,1
2421,Douglas R5D-4 (DC-4),1
2422,Airbus A340-311,1
2423,Airbus A340-642,1
2424,Shaanxi Y-8F-200W,1
2425,IAI Arava 202,1
2426,Boeing 80A,1
2427,Piaggio PD.808TP,1
2428,Ford XB-906 (Tri-Motor),1
2429,Boeing 777-222ER,1
2430,Canadair CL-600S Challenger 600,1
2431,Boeing 747-428 (BCF),1
2432,Martin P5M-2 Marlin,1
2433,CC-108 Caribou (DHC-4),1
2434,Douglas C-51 (DC-3-270C),1
2435,Antonov An-148-100B,1
2436,Boeing 767,1
2437,Antonov An-74TK-300,1
2438,Boeing 737-322 (SF),1
2439,Boeing 737-9B5,1
2440,Shaanxi Y-8GX-3,1
2441,Boeing KC-97L,1
2442,Ford Tri-Motor,1
2443,Howard 250 Tri-Gear,1
2444,Boeing 737-8AS,1
2445,Douglas DC-3A-197E,1
2446,Handley Page W.9a Hampstead,1
2447,Vickers 610 Viking 3B,1
2448,Embraer ERJ-195,1
2449,BN-2A Trislander Mk.III-3,1
2450,Boeing 737-2D6,1
2451,Douglas EC-47A,1
2452,DHC-7-102 (O-5A),1
2453,Douglas DC-2-200,1
2454,Focke-Wulf Fw 200A-05,1
2455,Lockheed EP-3J Orion,1
2456,CASA C-212 Aviocar 400MPA,1
2457,Miles M.60 Marathon I,1
2458,Boeing 737-490,1
2459,Vickers 952F Vanguard,1
2460,Lockheed RC-121D Constellation,1
2461,Boeing 777-F60,1
2462,Consolidated 28-5ME Catalina,1
2463,Airbus A310-324ET,1
2464,Douglas C-52C (DC-3-402),1
2465,Junkers G.38di,1
2466,Boeing 767-34AF,1
2467,Shorts 330UTT,1
2468,BAC One-Eleven 200AB,1
2469,Boeing 737-85P,1
2470,Curtiss B-2 Condor (Condor 18),1
2471,DHC-8-101,1
2472,Boeing 737-3G7,1
2473,Dewoitine D.342,1
2474,Boeing 767-2B7ER,1
2475,MBB HFB-320ECM Hansa Jet,1
2476,Boeing 747-451,1
2477,Boeing 707-430,1
2478,Savoia-Marchetti SM-95C,1
2479,Boeing 737-2Q3,1
2480,Fairchild R4Q Flying Boxcar (C-119),1
2481,Airbus A330-223F,1
2482,Boeing 747-409,1
2483,Douglas R3D-1 (DC-5),1
2484,Douglas SC-54G (DC-4),1
2485,Mitsubishi Mu-300 Diamond I,1
2486,DC 10-10,1
2487,Spartan Ventura,1
2488,Boeing C-17A Globemaster III,1
2489,Cessna 500 Citation I/SP,1
2490,Lockheed CC-130B Hercules,1
2491,Dassault Falcon 10MER,1
2492,Junkers G.31de,1
2493,Douglas R5D Skymaster (DC-4),1
2494,Boeing 727-221F,1
2495,Boeing 757-24APF,1
2496,Grumman CSR-110 Albatross (HU-16B),1
2497,Hawker Siddeley HS-125-1A-731,1
2498,Beech RC-12N Huron,1
2499,Douglas DC-3B-202A,1
2500,Antonov An-74TK-200,1
2501,Boeing 737-3Q8 (BDSF),1
2502,Dornier 328JET-300,1
2503,lyushin Il-76TD,1
2504,Embraer EMB-545 Legacy 450,1
2505,DH-125-3A,1
2506,BN-2A-6R Islander,1
2507,Dewoitine D.332,1
2508,Ilyushin Il-20,1
2509,Tupolev Tu-124Sh,1
2510,Douglas DST-144 (DC-3),1
2511,Boeing 767-3Z9ER,1
2512,Farman F.180T,1
2513,Boeing 727-22QC,1
2514,Boeing 707-465,1
2515,Boeing 707-3F9C,1
2516,Douglas DC-3A-393,1
2517,Boeing 757-236,1
2518,Bombardier Global Express XRS,1
2519,Boeing 727-134,1
2520,Boeing C-97C Stratofreighter,1
2521,Lockheed C-60B Lodestar,1
2522,Antonov TR-301,1
2523,Avro 642 Eighteen,1
2524,Martin VC-3A (4-0-4),1
2525,Let L-410AF,1
2526,Douglas DC-3A-197C,1
2527,Boeing 747-200,1
2528,SNCASO S.O.94R Corse II,1
2529,Boeing 737-95R,1
2530,Boeing EC-97G,1
2531,Siebel Si 204,1
2532,Junkers F.24kay (G.24),1
2533,BAe BAe-748-FAA Srs. 2B,1
2534,Douglas LC-117D,1
2535,Boeing 777-3F2ER,1
2536,Boeing EC-135N,1
2537,Avro 689 Tudor 2,1
2538,BAC One-Eleven 528FL,1
2539,Dassault Falcon 20C-5,1
2540,Boeing E-6A Hermes,1
2541,Boeing 747-238B,1
2542,Carstedt Jet Liner 600A,1
2543,Boeing 747-283M,1
2544,Boeing 777-228ER,1
2545,Fokker F.VIIIa,1
2546,Douglas DC-3-229,1
2547,CT-39A-1-NA Sabreliner,1
2548,Lockheed C-111 Super Electra,1
2549,Fokker F.XX,1
2550,Airbus A300F4-605R,1
2551,Lockheed C-60 Lodestar,1
2552,Embraer ERJ-190-100LR,1
2553,Airbus A340-642X,1
2554,Lockheed R5O-4 Lodestar,1
2555,BAe 3212 Jetstream 31,1
2556,Boeing 737-8V3 (WL),1
2557,Junkers Ju-52/3mreo,1
2558,Vickers 781D Viscount,1
2559,Tupolev Tu-134Sh2,1
2560,Boeing 747-228F (SCD),1
2561,Junkers Ju 52/3m,1
2562,Boeing 747-428,1
2563,Airbus A310-325,1
2564,Lockheed L-1049-54-80 Super Constellation,1
2565,Embraer R-95 Bandeirante (EMB-110B),1
2566,Nord 262A-25,1
2567,Boeing 707-355C,1
2568,Boeing 747-444,1
2569,Antonov An-12PL,1
2570,Grumman A-16 Albatross (HU-16),1
2571,Junkers Ju-52/3mg4c,1
2572,Boeing 737-219,1
2573,BAe 3202 Jetstream 32,1
2574,Convair CV-240-53,1
2575,Douglas C-54R (DC-4),1
2576,DHC-8-200,1
2577,Morane-Saulnier MS.760B Paris II,1
2578,Vickers 621 Viking 1,1
2579,Embraer XC-95B Bandeirante (EMB-110),1
2580,Boeing 727-228F,1
2581,Boeing 747-467,1
2582,DHC-6 Twin Otter 320,1
2583,Boeing 737-282 Adv.,1
2584,Douglas DC-3-232A,1
2585,Xian Yunshuji Y-7H-500,1
2586,ATR 42-500 ?,1
2587,Convair CV-340-35,1
2588,Potez 621,1
2589,Douglas C-48C (DC-3),1
2590,BAe 3109 Jetstream 31,1
2591,Vickers 779D Viscount,1
2592,Shorts SC.7 Skyvan 2-102,1
2593,Grumman American G-1159 Gulfstream II B,1
2594,DHC-7-103,1
2595,Hawker Siddeley HS-125-400A,1
2596,Douglas C-53B Skytrooper (DC-3),1
2597,Boeing 737-33A (WL),1
2598,Boeing 737-275C Adv.,1
2599,Yakovlev Yak-40FG,1
2600,Boeing 737-204C,1
2601,Alenia C-27J Spartan,1
2602,Fairchild HC-123B,1
2603,Nord 262D-51 FrÃ©gate,1
2604,Boeing 737-8CT (WL),1
2605,Boeing 737-317,1
2606,Airbus A350-941,1
2607,SNCASO S.O.93 Corse,1
2608,Junkers Ju-52/3mg.e,1
2609,Gulfstream G650,1
2610,Boeing 747-130,1
2611,Douglas DC-3-268B,1
2612,Lockheed 14-N2 Super Electra,1
2613,Boeing 737-217,1
2614,Lockheed P-3F Orion,1
2615,BAe BAe-748-402 Srs. 2B LFD,1
2616,Antonov An-12RR,1
2617,Douglas DC-3-194C,1
2618,Douglas DC-1-109,1
2619,Junkers Ju-52m/3,1
2620,Dassault Falcon 900C,1
2621,Lockheed C-141A Starlifter,1
2622,YAC-1 Caribou,1
2623,Boeing 737-270,1
2624,Boeing 737-7L9 (WL),1
2625,Douglas DC-3A-408,1
2626,Boeing 737-2A9,1
2627,Boeing C-97,1
2628,Raytheon U-125 (Hawker 800),1
2629,Boeing 747-100,1
2630,Handley Page W.8b,1
2631,Lockheed SP-2 Neptune,1
2632,Airbus A340-313X,1
2633,Boeing 747-131F,1
2634,BN-2B Islander,1
2635,BAC One-Eleven 529FR,1
2636,Antonov An-30A,1
2637,Vickers 739B Viscount,1
2638,Lockheed EP-3E Orion,1
2639,DHC-8-110,1
2640,Boeing 747-128 (SF),1
2641,BAe BAe-748-344 Srs. 2A,1
2642,Canadair CL-44D4,1
2643,Boeing 747-4B5F,1
2644,NAMC YS-11-117,1
2645,Lockheed CC-130H(T) Hercules,1
2646,Antonov An-2S,1
2647,Boeing 737-8HO (WL),1
2648,Boeing 727-171C,1
2649,Ilyushin Il-76MD Adnan-1,1
2650,Boeing 757-351 (WL),1
2651,DHC-8-300,1
2652,Boeing 767-233,1
2653,Boeing C-135F,1
2654,Douglas C-49G (DC-3),1
2655,CANT Z.506S,1
2656,Lockheed Lodestar II (C-60),1
2657,Douglas AC-47A,1
2658,Boeing 767-269ER,1
2659,Lockheed 18 Lodestar I,1
2660,Convair CV-580-11-A,1
2661,Douglas DC-3-201A,1
2662,NAMC YS-11A-320,1
2663,Fokker F-28 Fellowship 3000RC,1
2664,Boeing 767-38E,1
2665,CASA C-212-S1 Aviocar 100,1
2666,Boeing 747-2H7B (SCD),1
2667,Convair CV-440-98F,1
2668,Curtiss YC-30 Condor II,1
2669,Antonov An-30A-100,1
2670,Kaiser-Frazer AC-119G Shadow,1
2671,Vickers 720C Viscount,1
2672,DH-106 Comet 3B,1
2673,Boeing 737-824 (WL),1
2674,Vickers Valetta T.4,1
2675,Convair HC-131A (CV-240),1
2676,Bristol 175 Britannia C.1,1
2677,Convair CV-340-71,1
2678,Bombardier CRJ-900,1
2679,Boeing 737-3T5,1
2680,Douglas DC-2A-127,1
2681,Handley Page HPR-7 Herald 100,1
2682,Antonov An-72-100D,1
2683,Convair CV-340-70,1
2684,Lockheed C-130D-6 Hercules,1
2685,C-9A Nightingale (DC-9-30),1
2686,PZL-Mielec M28TD Bryza 2RF,1
2687,Ilyushin Il-12 ?,1
2688,PZL-Mielec M28-05 Skytruck,1
2689,Junkers F.24ko (G.24),1
2690,Short S.25 Sunderland III,1
2691,Convair CV-240,1
2692,Boeing 737-809,1
2693,Tupolev Tu-154S,1
2694,Boeing 720-027,1
2695,CC-115 Buffalo (DHC-5),1
2696,DC-8-62CF,1
2697,Antonov An-12TP-2,1
2698,BN-2B-26Â Islander,1
2699,Boeing 727-200 ?,1
2700,Focke-Wulf Fw 200A-0,1
2701,Boeing 737-8EH (WL),1
2702,DH-114 Prinair Heron 2,1
2703,Dornier 328-120,1
2704,Convair CV-240-14,1
2705,Boeing 767-3S2FER,1
2706,Boeing 737-284,1
2707,Kaiser-Frazier C-119F Flying Boxcar,1
2708,Boeing 777-3B5,1
2709,Fairchild RC-119L Flying Boxcar,1
2710,Boeing 777-233LR,1
2711,Airbus A321-213,1
2712,Howard Eldorado 700,1
2713,Lockheed L-749A Constellation (VC-121B),1
2714,Boeing NKC-135A,1
2715,Boeing 737-505,1
2716,Douglas DC-3-191A,1
2717,Boeing 707-369C,1
2718,Boeing 707-309C,1
2719,BAe BAe-748-329 Srs. 2A LFD,1
2720,Naval Aircraft Factory PBN-1 Nomad,1
2721,Boeing 737-7BD (WL),1
2722,Curtiss C-46 (R5C-1),1
2723,Boeing 767-281SF,1
2724,Boeing 727-214,1
2725,Boeing 737-4M0,1
2726,Pilatus Britten Norman BN2A-26 Islander,1
2727,Excel-Jet Sport-Jet,1
2728,Airbus A300B4-622R (F),1
2729,Boeing 707-227,1
2730,Boeing 737-46J,1
2731,BAe-125-600B,1
2732,VFW/Fokker VFW.614,1
2733,Boeing 737-8KV (WL),1
2734,Douglas DC-3-314,1
2735,Boeing 707-372C,1
2736,Boeing 747-3B5,1
2737,Britten Norman BN-2A-8 Islander,1
2738,Douglas DC-2-115A,1
2739,Martin JRM-2 Mars,1
2740,Boeing 717-2K9,1
2741,Douglas DC-3-196,1
2742,Douglas DC-3-277,1
2743,Fairchild C-119J Flying Boxcar,1
2744,Avro Shackleton AEW.2,1
2745,Let L-410,1
2746,Boeing 737-2K3,1
2747,Harbin Y12E,1
2748,Basler Turbo 67 (AC-47T),1
2749,Boeing 777-312ER,1
2750,Antonov An-8RU,1
2751,Douglas HC-47A,1
2752,HS-125/BAe-125,1
2753,Vickers 651 Valetta C.1,1
2754,Lockheed C-141C Starlifter,1
2755,Boeing 777-31H,1
2756,Convair CV-340-68,1
2757,CASA C-212-A1 Aviocar 200,1
2758,Convair T-29C (CV-240),1
2759,Lockheed L-1329-23E JetStar 8,1
2760,Tupolev ANT-20bis,1
2761,Airbus A310-304ET,1
2762,Lockheed B14-S Super Electra,1
2763,ATR 42-320 (F),1
2764,Amiot AAC.1 (Junkers Ju-52/3m),1
2765,National Aerospace Laboratories (NAL) Saras,1
2766,Convair CV-240-27,1
2767,Lockheed C-130M Hercules,1
2768,Junkers Ju-52/3mbe,1
2769,Boeing 737-85C (WL),1
2770,Boeing 727-25F,1
2771,Nord 262A-27,1
2772,Boeing 737-800,1
2773,Consolidated PBY-5AÂ Catalina,1
2774,Lockheed L-749 Constellation (C-121A),1
2775,Embraer ERJ-145LR,1
2776,Ilyushin Il-22M15,1
2777,Convair CV-240-53 (HC-131A),1
2778,Consolidated C-87A,1
2779,Gulfstream G280,1
2780,Douglas R5D-2 (C-54B),1
2781,Bristol 170 Wayfarer IIA,1
2782,DHC-3T Cox Turbine Otter,1
2783,Vickers 739A Viscount,1
2784,Douglas DC-8-32,1
2785,Tupolev Tu-134B,1
2786,Douglas DC-3-362,1
2787,Airbus A300B4-605R ?,1
2788,Embraer EMB-135BJ Legacy 600,1
2789,Boeing 737-3Z0,1
2790,Airbus A400M Atlas,1
2791,Canadair CRJ-440LR,1
2792,BAe BAe-748-402 Srs. 2B,1
2793,Boeing 767-381ER,1
2794,Nord 262A-34,1
2795,Douglas DC-3A-453,1
2796,Boeing 737-242C,1
2797,Swearingen SA226-AT Merlin IVC,1
2798,Boeing 727-41,1
2799,Airbus A380-842,1
2800,Boeing 737-500 ?,1
2801,DHC-6 Twin Otter 200HG,1
2802,Junkers PS-5 (G.24),1
2803,T-39A-1-NO Sabreliner,1
2804,Boeing 727-259,1
2805,Boeing 777-340ER,1
2806,Boeing 707-139,1
2807,Boeing 737-8E9 (WL),1
2808,BAe BAe-748-372 Srs. 2B,1
2809,Boeing 747-437,1
2810,Boeing 757-27A (PCF),1
2811,Boeing 727-172C,1
2812,NAMC YS-11M-A-624,1
2813,Boeing 737-881 (WL),1
2814,Nord 2502B Noratlas,1
2815,Dornier Do 28D-1S Skyservant,1
2816,CC-138 Twin Otter (DHC-6),1
2817,Ilyushin Il-18Gr,1
2818,Boeing 727-225F,1
2819,Ford 4-AT-C Tri-Motor,1
2820,Lockheed P2V-2N Neptune,1
2821,Shorts C-23B+ Sherpa (360),1
2822,NAMC YS-11-111,1
2823,Beriev Be-200ES,1
2824,CASA C-212 Aviocar 300DF,1
2825,BAe BAe-748-357 Srs. 2B SCD,1
2826,Boeing 747-2B5B,1
2827,Boeing 747SP-86,1
2828,Sud-Aviation SE-210 Caravelle VIR,1
2829,Vickers 170 Vanguard,1
2830,Avro 688 Tudor 1,1
2831,Boeing 737-3Q8 (SF),1
2832,Boeing 737-36N (WL),1
2833,Douglas DC-8-11,1
2834,Douglas DC-3-277A,1
2835,Dassault Falcon 20,1
2836,Bombardier CRJ-702ER,1
2837,Boeing 767-338ER,1
2838,Junkers Ju-90V1,1
2839,Boeing 727-27C,1
2840,Boeing 737-269,1
2841,Lockheed Lodestar,1
2842,Cessna 525B CitationJet CJ3+,1
2843,Boeing 747-283B,1
2844,Cessna 500 Citation I Sierra Eagle,1
2845,Sikorsky S-42A,1
2846,Lockheed WC-121N Super Constellation,1
2847,Cessna 560 Citation Encore+,1
2848,Beech B200T Super King Air,1
2849,DC-8-61F,1
2850,Vickers 663 Viscount,1
2851,NAMC YS-11-500R,1
2852,Tupolev Tu-204-100V,1
2853,Lockheed L-1011 TriStar 250,1
2854,Boeing 707-3D3C,1
2855,Swearingen SA226-AT Metro III,1
2856,Douglas C-49A (DC-3),1
2857,Consolidated Catalina 1A,1
2858,Hawker 1000,1
2859,Airbus A321-251N,1
2860,Avro 748-101 Srs. 1,1
2861,Vickers 761D Viscount,1
2862,Boeing 747-258F,1
2863,Consolidated C-12 Commodore (16-2),1
2864,Potez-CAMS 161,1
2865,Boeing 737-4D7,1
2866,Boeing 747-219B,1
2867,Boeing 747-281F (SCD),1
2868,Tupolev Tu-134IK,1
2869,Lockheed C-57 Lodestar,1
2870,Consolidated 28-5AC Catalina,1
2871,Vickers 808C Viscount,1
2872,Boeing 727-155C,1
2873,Saab 340AF,1
2874,Cessna 560XLS Citation Excel,1
2875,Boeing 707-3J6B,1
2876,Convair CV-240-8,1
2877,Vickers 769D Viscount,1
2878,Kawasaki C-1A,1
2879,Avia 14P,1
2880,DH-114 Sea Heron C.1,1
2881,Consolidated Liberator C.VII (C-87),1
2882,Xian Yunshuji Y-7H,1
2883,Boeing 727-294,1
2884,DC-9-33CF,1
2885,Douglas DC-8-31,1
2886,Boeing 747-151,1
2887,Junkers Ju-90A,1
2888,Breguet 761S,1
2889,Vought-Sikorsky VS-44,1
2890,Lockheed L-1049G-82 Super Constellation,1
2891,DC-9-33F,1
2892,Douglas C-50A-DO (DC-3),1
2893,Boeing 727-95,1
2894,CASA CN-235-200,1
2895,Douglas MC-54M (DC-4),1
2896,Convair CV-340-13,1
2897,Boeing 737-8LJ (WL),1
2898,Douglas R5D (DC-4),1
2899,Boeing 777-2B5ER,1
2900,Lockheed P2V-6M Neptune,1
2901,Embraer ERJ 190STD (ERJ-190-100),1
2902,Boeing 737-76N,1
2903,Hawker Siddeley VC-93 (HS-125-3B/RC),1
2904,Boeing EC-135P,1
2905,Shaanxi Yunshuji Y-8B,1
2906,DC-8-61CF,1
2907,DC-9-15MC,1
2908,Shorts 330-300UTT,1
2909,Let L-410UVP-E20C,1
2910,Caproni Ca.48,1
2911,Embraer ERJ 170LR (ERJ-170-100 LR),1
2912,Lockheed C-140A-LM JetStar,1
2913,Focke-Wulf Fw 200C,1
2914,Convair CV-440-35,1
2915,Douglas C-47 Dakota IV,1
2916,Convair CV-240-17,1
2917,Lockheed C-141A-20-LM Starlifter,1
2918,HAL/Dornier 228-101,1
2919,Boeing 727-231F Super 27,1
2920,Lockheed 414-08-10 Hudson IV,1
2921,Boeing 314,1
2922,Fokker F-28 Fellowship,1
2923,Douglas DC-3-201B,1
2924,CASA C-212-CC40 Aviocar 200,1
2925,Douglas C-117B (DC-3),1
2926,Boeing 757-3E7,1
2927,Airbus A310-203,1
2928,Douglas DC-3-294,1
2929,Harbin Yunshuji Y-12E,1
2930,Vickers VC10-1102,1
2931,ATR 42-600,1
2932,Antonov An-148-100E,1
2933,Boeing 777-367ER,1
2934,Boeing 747-121 (SCD),1
2935,Boeing 767-31KER,1
2936,Airbus A340-212,1
2937,Vickers 952 Vanguard,1
2938,Hawker Siddeley HS-125-F400B,1
2939,Boeing 727-78,1
2940,Boeing 777-F6N,1
2941,Douglas C-48A (DC-3C ),1
2942,Ford C-4A (5-AT-D) Tri-Motor,1
2943,BAe 3212 Jetstream 32EP,1
2944,Convair CV-440-80,1
2945,Convair CV-440F SCD,1
2946,Canadair CRJ-200PF,1
2947,Boeing,1
2948,Boeing 707-323B,1
2949,Avro 691 Lancastrian B.3,1
2950,PZL-Mielec C-145A (M28-05) Skytruck,1
2951,Boeing KC-137E (707-324C),1
2952,Douglas YC-112A-DO (DC-6),1
2953,Gulfstream G550,1
2954,Douglas DC-8-43F,1
2955,Dornier CD-01A Seastar,1
2956,Boeing 747-246F,1
2957,Boeing 737-81Q (WL),1
2958,Boeing 747SP-09,1
2959,Boeing 767-34AFER (WL),1
2960,Douglas R4D-8L (Super DC-3),1
2961,Boeing 757-21K,1
2962,Boeing 720-051B,1
2963,Tupolev Tu-204S,1
2964,Ilyushin Il-14LIK,1
2965,Consolidated PB4Y-2 Privateer,1
2966,Boeing 737-36Q (WL),1
2967,CASA C-212-A62 Aviocar 200,1
2968,Boeing 767-3W0ER,1
2969,Douglas C-32A (DC-2),1
2970,Canadair CC-144A Challenger 600,1
2971,Let L-410UVP-E10A,1
2972,Vickers 756D Viscount,1
2973,Douglas C-47 (VC-117B) (DC-3),1
2974,BAC One-Eleven 414EG,1
2975,Lockheed C-130BZ Hercules,1
2976,Lockheed AC-130J Ghostrider,1
2977,Boeing 737-73S (WL),1
2978,Boeing 767-338ER (WL),1
2979,Yakovlev Yak-40A,1
2980,Beech LR-2 (B300 King Air 350),1
2981,Boeing 720-022,1
2982,Boeing 777-3B5ER,1
2983,Vickers 763D Viscount,1
2984,Lockheed PV-2T Harpoon,1
2985,Consolidated P4Y-2G Privateer,1
2986,Lockheed L-749A-79-33 Constellation,1
2987,DHC-8-202Q,1
2988,Boeing 737-33V,1
2989,Lockheed L-749-79 Constellation,1
2990,Boeing 707-321F,1
2991,Beech 300/F Super King Air,1
2992,DHC-8-311 Dash 8,1
2993,Boeing 707-344C,1
2994,Boeing 767-283ER,1
2995,Convair CV-240-24,1
2996,Bombardier CRJ-200LR,1
2997,Hawker Beech 390 Premier I,1
2998,Boeing 737-242,1
2999,Airbus A310,1
3000,Douglas SC-54D (DC-4),1
3001,Consolidated PBY-6A Super Catalina,1
3002,Canadair CRJ-100,1
3003,Douglas DC-3A-438,1
3004,Boeing 737-2L9,1
3005,Fairchild C-119 Flying Boxcar (R4Q),1
3006,Lockheed RC-121C Super Constellation,1
3007,Boeing 757-28A (PCF),1
3008,BAe BAe-748-334 Srs. 2A,1
3009,Ford 6-AT-AS Tri-Motor,1
3010,Douglas R4D-2 (DC-3),1
3011,Bombardier E-11A (Global Express),1
3012,Boeing 737-31S,1
3013,Douglas DC-4 (C-54A-15-DC),1
3014,Douglas JC-47A,1
3015,Handley Page HP-137 Jetstream III,1
3016,Boeing 747SP-94,1
3017,Breguet 763,1
3018,Martin PBM-3S Mariner,1
3019,Boeing 747-212B (SF),1
3020,Nord 262A-24,1
3021,Douglas DC-3-216,1
3022,Douglas DC-8-12,1
3023,SNCAC NC.211 Cormoran,1
3024,Short L.17 Scylla,1
3025,Lockheed YP2V-7 Neptune,1
3026,Boeing 727-89,1
3027,Beech Hawker BH-125-400A,1
3028,Boeing 737-2K5,1
3029,BN-2A-9R Islander,1
3030,Douglas R4D-5Z (DC-3),1
3031,Douglas DST-A-217A (DC-3),1
3032,Nord 262A-33,1
3033,Beech 400A Beechjet,1
3034,Douglas AC-47 (DC-3),1
3035,Boeing 747SR-81,1
3036,Boeing XC-97,1
3037,DC-8-60,1
3038,Boeing 727-2J0 (F),1
3039,Boeing 707-3B5C,1
3040,Boeing 767-222,1
3041,Cessna 208 Supervan 900,1
3042,Beech 65-B80 Queen Air,1
3043,Dewoitine D.333,1
3044,DC-9-15RC,1
3045,Boeing 737-76J (WL),1
3046,Douglas DC-9-15F,1
3047,Boeing 737-296,1
3048,Douglas DC-3-228,1
3049,Swearingen SA-227AC Metro III,1
3050,Douglas HC-54D (DC-4),1
3051,Boeing 737-43Q (SF),1
3052,IPTN/CASA CN-235-220,1
3053,Alenia G-222RM,1
3054,Boeing 707-385C,1
3055,Junkers Ju-52/3m g4e (MS),1
3056,Shaanxi Y-8,1
3057,BAe BAe-748-335 Srs. 2A SCD,1
3058,Savoia-Marchetti SM-75RT,1
3059,Bristol 175 Britannia 314,1
3060,Douglas DC-2-152,1
3061,BAC One-Eleven 516FP,1
3062,Airbus A300B4-103,1
3063,Consolidated PBY Catalina,1
3064,Boeing 737-31B,1
3065,Beech C-12A Huron,1
3066,Boeing 767-323ER,1
3067,Lockheed MC-130E Combat Talon I,1
3068,Northrop YC-125A Raider,1
3069,Lockheed L-749A-79-52 Constellation,1
3070,Fokker 70,1
3071,Bristol 170 Freighter XI,1
3072,Vickers 702 Viscount,1
3073,Boeing 767-323,1
3074,Yunshuji Y-12-II,1
3075,Airbus A300B4-220,1
3076,Boeing 737-4L7,1
3077,Boeing 777-FDZ,1
3078,Nord 262C-62,1
3079,EO-5C (DHC-7-102),1
3080,Boeing 727-22F,1
3081,Handley Page HP-137 Jetstream T.2,1
3082,Boeing 727-2A7,1
3083,Douglas C-118 (DC-6B),1
3084,Boeing 757-232 (WL),1
3085,Boeing 727-277F,1
3086,Boeing 747-230B (M),1
3087,Convair VC-131H (CV-580),1
3088,Antonov An-26SM,1
3089,NAMC YS-11A-212,1
3090,Focke-Wulf Fw 200KB-1,1
3091,Boeing 737-36N,1
3092,Boeing 727-2M7F,1
3093,Rockwell Sabreliner 75,1
3094,Boeing 727-282,1
3095,Douglas SC-47,1
3096,Boeing KC-97E Stratofreighter,1
3097,Canadair CRJ-100SE,1
3098,Junkers G.24li,1
3099,BAe 3201 Jetstream 31,1
3100,Lockheed C-130J Super Hercules,1
3101,Lockheed RC-121D Super Constellation,1
3102,Boeing 727-1F8,1
3103,Boeing 767-3P6ER,1
3104,Fokker 50?,1
3105,Airbus A300?,1
3106,Douglas DC-3 (R4D-4),1
3107,Convair CV-340,1
3108,Boeing B-17T Turbo Fortress,1
3109,Boeing 737-2A8F,1
3110,DH-114 Heron 2C,1
3111,Boeing RC-135V Rivet Joint,1
3112,Boeing 737-6D6,1
3113,NAMC YS-11A-214,1
3114,Boeing 737-330,1
3115,Junkers Ju-52/3mlu,1
3116,GAF Nomad N.24,1
3117,Hawker 800,1
3118,Cessna UC-35D Citation Encore,1
3119,Lockheed KC-130H Hercules,1
3120,Vickers 627 Viking 1B,1
3121,Boeing 727-61,1
3122,Rockwell Sabreliner 60ELXM,1
3123,Boeing 707-368C,1
3124,Convair CV-340 or CV-440,1
3125,Vickers 657 Viking 1,1
3126,Lockheed EC-130G Hercules,1
3127,Bristol 170 Freighter I,1
3128,Boeing 737-2T5,1
3129,Boeing 727-173C,1
3130,IAI Arava 101B,1
3131,PB2B-1 Canso B,1
3132,Sikorsky S.41B,1
3133,Learjet 40XR,1
3134,Airbus A300B4-601,1
3135,Lockheed L-1011-385-1 TriStar 1,1
3136,Douglas DC-3A-178,1
3137,Breda-Zappata BZ.308,1
3138,Rockwell Sabreliner 60SC,1
3139,Lockheed HerculesÂ C.3P (C-130K),1
3140,Boeing 737-3Z6,1
3141,Grumman American G-1159 Gulfstream IISP,1
3142,DH-125-1A/522,1
3143,Douglas EC-47D (DC-3),1
3144,ShinMaywa US-2,1
3145,Hawker Siddeley BH-125-400A,1
3146,Douglas DC-3A-375,1
3147,Douglas DC-3-220,1
3148,Boeing 767-324ER (WL),1
3149,Douglas DC-8-52F,1
3150,Boeing 767-323ER (WL),1
3151,Grumman HU-16 Albatross,1
3152,Airbus CC-150 Polaris (A310-300),1
3153,Boeing 737-8AL,1
3154,Beech 34 Twin Quad,1
3155,Lockheed R7V-2 Super Constellation,1
3156,Boeing 757-2Z0,1
3157,Vickers 833 Viscount,1
3158,Boeing 707-387C,1
3159,Douglas C-49J (DC-3-454),1
3160,Fokker F-27 Friendship 200MP,1
3161,Boeing 737-301 (SF),1
3162,Antonov An-32RE,1
3163,Sino Swearingen SJ30-2,1
3164,Boeing 747-428(M),1
3165,CASA C-207C (T.7) Azor,1
3166,Consolidated PB4Y-2 Super Privateer,1
3167,Boeing 747-281B (SF),1
3168,NAMC YS-11A-208,1
3169,Ilyushin Il-12L,1
3170,IAI Arava 101,1
3171,Sukhoi Superjet 100-95,1
